,"NUCES, KHI",,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,,Fall 2021,,,,,,,,,,,,,,
CS5047 - Software Processes and Quality Assurance     Section:MSP-3A,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Syed Tassuduq Hussain,Registered Students:,25,Received Feedbacks:,22,,,,,,,,,,,,,,
,"4=Strongly Agree, 3=Agree,  2=Uncertain, 1=Dissatisfied, 0=Strongly Disagree      Rating Formula: Sum(Q.Wgt x Avg) / Sum(Q.Wgt)",,,,,,,,,,,,,,,,,,
,CGPA Range:,, 3.00 - 4.00,,,,, 2.00 - 2.99,,,,, 0.00 - 1.99,,,,,,
Question,,    4    3     2    1    0   ,,,,,    4    3     2    1    0   ,,,,,    4    3     2    1    0   ,,,,,Wt.,Avg.,Prod
Course Content and organization,,,,,,,,,,,,,,,,,,,
1 The course objective was clear,,9,9,0,0,0,1,1,0,0,0,2,0,0,0,0,0,3.55,0
2 The course workload was manageable,,10,8,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3.55,3.55
"3 The course was well organized ( e.g. timely access to 
materials, notification of changes, etc.)",,10,8,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3.55,3.55
Teacher Evaluation,,,,,,,,,,,,,,,,,,,
4 The instructor is prepared for each class,,11,7,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3.64,3.64
5 The instructor demonstrates knowledge of the ,,10,8,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3.64,3.64
,subject,,,,,,,,,,,,,,,,,,
6 The instructor has completed the whole course,,9,9,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3.59,3.59
7 The instructor provides additional material apart from ,,10,7,1,0,0,2,0,0,0,0,1,1,0,0,0,0,3.55,0
,the textbook,,,,,,,,,,,,,,,,,,
8 The instructor communicates the subject matter ,,11,7,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3.64,3.64
,effectively,,,,,,,,,,,,,,,,,,
"9 The instructor shows respect towards students and 
encourages class participation",,11,7,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3.64,3.64
10,The instructor arrived on time,11,7,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3.64,3.64
11 The instructor lefton time,,11,7,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3.68,3.68
12,The instructor is fair in examination,10,7,1,0,0,2,0,0,0,0,2,0,0,0,0,1,3.59,3.59
13,"The instructor returned the graded scripts etc. in a 
reasonable amount of time",8,10,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3.55,3.55
14,"The instructor was available during the specified 
office hours",10,8,0,0,0,2,0,0,0,0,1,1,0,0,0,0,3.59,0
"15 The subject matter presented in the course has 
increased your knowledge of the subject",,10,8,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3.59,3.59
16 The assignments and exams covered the materials ,,9,9,0,0,0,2,0,0,0,0,1,1,0,0,0,1,3.55,3.55
,presented in the course,,,,,,,,,,,,,,,,,,
17 The course Material is modern and updated,,9,9,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3.59,0
Student Contribution,,,,,,,,,,,,,,,,,,,
18,Did you actively participated in this course,11,7,0,0,0,1,1,0,0,0,2,0,0,0,0,0,3.64,0
