,"NUCES, KHI",,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,,Fall 2021,,,,,,,,,,,,,,
SE4031 - Design Defects and Restructuring     Section:BCS-7A,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Sayed Yousuf,Registered Students:,50,Received Feedbacks:,48,,,,,,,,,,,,,,
"4=Strongly Agree, 3=Agree,  2=Uncertain, 1=Dissatisfied, 0=Strongly Disagree      Rating Formula: Sum(Q.Wgt x Avg) / Sum(Q.Wgt)",,,,,,,,,,,,,,,,,,,
,CGPA Range:,, 3.00 - 4.00,,,,, 2.00 - 2.99,,,,, 0.00 - 1.99,,,,,,
Question,,    4    3     2    1    0   ,,,,,    4    3     2    1    0   ,,,,,    4    3     2    1    0   ,,,,,Wt.,Avg.,Prod
Course Content and organization,,,,,,,,,,,,,,,,,,,
1 The course objective was clear,,24,8,0,0,0,14,2,0,0,0,0,0,0,0,0,0,3.79,0
2 The course workload was manageable,,25,6,1,0,0,14,2,0,0,0,0,0,0,0,0,1,3.79,3.79
"3 The course was well organized ( e.g. timely access to 
materials, notification of changes, etc.)",,23,8,1,0,0,14,2,0,0,0,0,0,0,0,0,1,3.75,3.75
Teacher Evaluation,,,,,,,,,,,,,,,,,,,
4 The instructor is prepared for each class,,23,8,0,0,1,13,2,1,0,0,0,0,0,0,0,1,3.67,3.67
5 The instructor demonstrates knowledge of the ,,23,9,0,0,0,13,2,1,0,0,0,0,0,0,0,1,3.73,3.73
,subject,,,,,,,,,,,,,,,,,,
6 The instructor has completed the whole course,,24,6,1,0,1,13,3,0,0,0,0,0,0,0,0,1,3.69,3.69
7 The instructor provides additional material apart from ,,21,8,3,0,0,13,3,0,0,0,0,0,0,0,0,0,3.65,0
,the textbook,,,,,,,,,,,,,,,,,,
8 The instructor communicates the subject matter ,,23,8,1,0,0,14,2,0,0,0,0,0,0,0,0,1,3.75,3.75
,effectively,,,,,,,,,,,,,,,,,,
"9 The instructor shows respect towards students and 
encourages class participation",,22,8,1,1,0,13,2,0,1,0,0,0,0,0,0,1,3.63,3.63
10,The instructor arrived on time,21,8,2,1,0,14,2,0,0,0,0,0,0,0,0,1,3.65,3.65
11 The instructor lefton time,,21 10 1,,,0,0,13,3,0,0,0,0,0,0,0,0,1,3.69,3.69
12,The instructor is fair in examination,19,6,6,1,0,13,2,1,0,0,0,0,0,0,0,1,3.48,3.48
13,"The instructor returned the graded scripts etc. in a 
reasonable amount of time",17,7,4,0,4,14,2,0,0,0,0,0,0,0,0,1,3.31,3.31
14,"The instructor was available during the specified 
office hours",22,7,3,0,0,13,2,1,0,0,0,0,0,0,0,0,3.65,0
"15 The subject matter presented in the course has 
increased your knowledge of the subject",,22 10 0,,,0,0,13,3,0,0,0,0,0,0,0,0,1,3.73,3.73
16 The assignments and exams covered the materials ,,22,9,1,0,0,13,2,1,0,0,0,0,0,0,0,1,3.69,3.69
,presented in the course,,,,,,,,,,,,,,,,,,
17 The course Material is modern and updated,,22,9,1,0,0,13,3,0,0,0,0,0,0,0,0,0,3.71,0
Student Contribution,,,,,,,,,,,,,,,,,,,
18,Did you actively participated in this course,23,8,1,0,0,13,3,0,0,0,0,0,0,0,0,0,3.73,0
